winrate,win
100.0,1.0
3.910612270453991e-33,0.0
100.0,1.0
2.3436849432875806e-56,0.0
3.8559269054085865e-16,0.0
100.0,1.0
2.214990247669458e-31,1.0
99.99999998586571,1.0
0.7374222556925144,0.0
3.755894476335744e-32,0.0
3.9402830369372013,1.0
100.0,1.0
1.0880151362605765e-11,1.0
0.7244477863145986,0.0
3.963251883810852e-23,1.0
2.10184356879309e-25,0.0
100.0,0.0
6.211208110543452e-07,0.0
99.99999997178716,0.0
100.0,1.0
99.99999999986116,1.0
100.0,1.0
3.5266818040849747e-16,0.0
100.0,1.0
100.0,1.0
3.956556974528784e-23,0.0
99.99999999660565,0.0
100.0,1.0
100.0,1.0
0.021272247268212648,0.0
4.231806431791423e-18,0.0
100.0,1.0
9.481406253914281e-05,0.0
1.7168146775486274e-31,0.0
1.4191475361877245e-20,0.0
9.116114747957763e-29,0.0
4.541240454445992e-12,0.0
1.5484810801208968,1.0
8.062110953565784e-60,0.0
99.99999999999439,1.0
7.94057745564033e-09,0.0
1.0477232965145669e-38,0.0
100.0,1.0
5.414049349199061e-43,1.0
100.0,1.0
2.6400944986922924e-20,0.0
1.8547377576744365e-24,1.0
7.153727184039739e-16,0.0
2.7477715394876195e-14,0.0
99.99992104398294,0.0
100.0,1.0
5.533798459221089e-39,0.0
0.16772783475398667,0.0
100.0,1.0
1.7014140095967904e-19,0.0
1.874096589186705e-12,0.0
99.99999999999997,1.0
100.0,1.0
100.0,1.0
100.0,1.0
99.9985367419132,1.0
100.0,1.0
100.0,0.0
99.99999951346064,1.0
0.16453362185278192,1.0
100.0,1.0
100.0,1.0
1.0482146702492465e-23,0.0
5.137052242703228e-44,0.0
1.0849040859626104e-41,0.0
100.0,1.0
100.0,1.0
4.535001131237245e-25,0.0
1.2072426477838656e-21,1.0
100.0,1.0
2.0520638648162103e-06,0.0
99.99999786906054,0.0
6.638298908420264e-24,0.0
99.9999999999998,1.0
2.422206447181175e-07,0.0
100.0,1.0
