winrate,win
1.3535167713205005e-110,0.0
4.8598803253103035e-120,0.0
4.1540938997170615e-21,1.0
2.3477158591972027e-127,0.0
100.0,1.0
100.0,1.0
100.0,1.0
1.9471272998934948e-28,1.0
1.9676057234435156e-71,0.0
100.0,1.0
1.334766101100873e-98,1.0
2.97735337373635e-72,0.0
100.0,1.0
9.478535763683673e-41,0.0
100.0,1.0
0.0006573996498838624,1.0
100.0,0.0
1.0304567139808463e-72,0.0
5.315055687921678e-85,0.0
92.66536016191534,1.0
100.0,1.0
5.3848499689559745e-59,0.0
4.056358820349214e-45,0.0
100.0,1.0
8.174098951048803e-66,0.0
100.0,1.0
100.0,1.0
3.0304040240659956e-39,0.0
100.0,1.0
5.692024493263492e-51,0.0
1.2370582218032343e-65,0.0
100.0,1.0
6.930179883756953e-14,0.0
9.839951363123621e-42,0.0
100.0,1.0
7.094989026795793e-153,0.0
5.625064895052693e-33,0.0
100.0,1.0
100.0,0.0
2.2940346541397997e-75,0.0
100.0,1.0
3.337778764486744e-142,0.0
1.4232912907388518e-99,0.0
2.771097149154208e-27,1.0
1.479118176820156e-75,0.0
1.4726907029680181e-29,0.0
2.4631815248238873e-05,1.0
100.0,1.0
6.779663309429593e-36,0.0
4.730450721409979e-182,0.0
100.0,1.0
3.1892513383307475e-30,0.0
1.3056353466120777e-81,0.0
99.99999999991896,1.0
100.0,1.0
2.140027888300047e-63,1.0
99.99999422892365,1.0
8.618464670223102e-64,0.0
2.719358115338518e-100,0.0
100.0,1.0
100.0,1.0
100.0,1.0
3.6748435813272363e-23,0.0
4.885923661963737e-19,0.0
3.9255601583951275e-62,0.0
1.2985592934986998e-62,0.0
3.744409948701332e-41,0.0
100.0,1.0
100.0,1.0
1.927766995445371e-103,0.0
100.0,1.0
100.0,1.0
4.322227765500062e-22,0.0
100.0,1.0
8.190083731703179e-41,0.0
100.0,1.0
2.7277731239722923e-94,0.0
9.041057950359818e-13,0.0
98.80476305483135,0.0
100.0,1.0
100.0,1.0
4.73634146547074e-72,0.0
100.0,1.0
100.0,1.0
4.060881300242094e-68,0.0
1.030181196095941e-23,0.0
100.0,1.0
