winrate,win
100.0,1.0
3.134705801070446e-11,1.0
100.0,1.0
0.0070523653661816324,0.0
100.0,1.0
9.010795065413939,0.0
100.0,1.0
1.3718979542733642e-32,0.0
99.99999999997735,1.0
100.0,1.0
2.2983048573294462e-45,0.0
100.0,1.0
1.6329900929007454e-11,0.0
1.3984393091494511e-09,0.0
0.0002992528655372219,0.0
99.99983031083848,0.0
100.0,0.0
99.99999999999996,1.0
100.0,1.0
1.3431672364843893e-34,0.0
9.518603997778065e-45,0.0
100.0,1.0
6.815251430834988e-28,0.0
100.0,1.0
100.0,1.0
8.669031893523843e-27,0.0
100.0,1.0
3.636474355410802e-36,0.0
99.99999999999984,0.0
99.99999999999736,1.0
4.659074238977909e-11,1.0
1.2270531366382388e-08,0.0
99.99999999999953,1.0
2.1365148486928793e-22,0.0
6.717000264857395e-07,0.0
99.99710755554025,1.0
1.7675055192417062e-12,0.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,0.0
100.0,1.0
1.612003866706788e-33,0.0
100.0,1.0
9.616837465786161e-43,0.0
