winrate,win
0.47307508651161556,0.0
3.683745582171551e-15,0.0
99.9996928178588,1.0
5.0954876358009124e-05,1.0
100.0,1.0
2.3994625977545607e-21,0.0
1.6424493540292444e-23,0.0
2.128205475894945e-66,1.0
1.0774602473084582e-24,0.0
2.3477698847600575e-31,0.0
1.7897170514730527e-18,0.0
100.0,1.0
6.95726117510218e-18,0.0
7.69739774703446e-63,0.0
6.927456388347795e-06,0.0
3.82944130988875e-09,0.0
100.0,1.0
1.1503332123999827e-21,0.0
0.4958001481840859,0.0
99.99993340223016,1.0
1.441421666753034e-09,0.0
99.8444463026056,1.0
1.2749244157152166e-15,0.0
99.99997235128008,1.0
100.0,1.0
96.67299579594089,0.0
3.858685934159233e-42,0.0
100.0,1.0
7.920389846702802e-16,0.0
100.0,0.0
6.229954864425191e-21,0.0
99.99995993744268,1.0
2.3163130190069745e-37,0.0
5.40494385893375e-26,1.0
9.133071747277113e-29,0.0
99.99999440021656,1.0
5.788566084798719e-26,0.0
9.475367513314037e-35,0.0
1.849316140110944e-17,0.0
100.0,1.0
100.0,1.0
3.023692455355001e-19,0.0
100.0,1.0
100.0,1.0
2.1801949875550732e-12,0.0
100.0,1.0
7.551156455673484e-22,0.0
100.0,1.0
7.18503302108356e-11,0.0
40.555457965903564,1.0
1.794139096491071e-11,0.0
0.0007858594895332324,1.0
100.0,1.0
97.4924340740721,0.0
100.0,1.0
99.99999999626017,1.0
7.35771368355309e-05,0.0
3.4608488774959855e-36,0.0
