winrate,win
4.872225672814545e-22,0.0
100.0,1.0
3.6580816942079437e-06,1.0
2.1928208675881875e-20,0.0
100.0,1.0
1.082005948428908e-77,0.0
3.7728576750410095e-57,0.0
100.0,1.0
1.1737556829253282e-53,0.0
7.486510018839304e-34,0.0
0.016972118446640146,0.0
1.3786162820860513e-62,0.0
100.0,1.0
9.027340769042548e-48,0.0
0.6126390644065156,0.0
77.1847294841966,1.0
0.017862719230621223,1.0
100.0,1.0
99.99999999975952,1.0
100.0,1.0
100.0,1.0
2.9261239950027837e-55,0.0
6.3346981922322315e-43,0.0
99.99993297867479,1.0
4.4710086076216904e-35,0.0
2.193315572597235e-58,0.0
100.0,1.0
2.0798615027970913e-07,0.0
7.821235671809785e-44,0.0
1.714586824704469e-56,0.0
100.0,1.0
1.1673598796425032e-43,0.0
100.0,1.0
8.098387892646462e-28,0.0
99.9966951146454,1.0
1.9123140004186144e-20,0.0
100.0,1.0
100.0,1.0
100.0,1.0
0.1331023647005924,0.0
1.0277990371989358e-09,0.0
1.6724285575135414e-21,0.0
100.0,1.0
1.353790733133813e-37,0.0
2.412356159664021e-57,0.0
3.692982754897042e-54,0.0
99.98846880678144,1.0
100.0,1.0
1.4466387709498116e-20,0.0
99.99999999999902,1.0
1.5031886164638998e-15,0.0
1.1924518900589284e-42,0.0
2.148928563094302e-17,0.0
2.548449750092346e-17,1.0
2.0508839640768354e-50,0.0
0.07225084040748651,1.0
100.0,1.0
2.2710882989209366e-16,0.0
100.0,1.0
100.0,1.0
6.605676220341329e-25,0.0
7.083256984301366e-55,0.0
100.0,1.0
