winrate,win
7.962795058766596e-20,0.0
8.316697560128826e-67,0.0
32.936112306753316,0.0
4.3625218315189136e-48,0.0
100.0,1.0
2.9786690277167536e-38,0.0
100.0,0.0
1.1798664736308441e-28,0.0
100.0,1.0
100.0,1.0
5.958104374510166e-31,0.0
5.185242314828808e-35,1.0
2.3555189841128268e-05,0.0
1.0276447506728086e-17,0.0
99.99927874857605,1.0
6.160477347563318e-25,0.0
99.99999999933516,0.0
13.867620148447573,1.0
6.896950228917067e-53,0.0
2.3738289753892513e-35,0.0
1.6302840634368513e-41,0.0
100.0,1.0
100.0,1.0
1.8969714061992615e-19,0.0
100.0,1.0
99.99360401043629,0.0
100.0,1.0
1.6916935780434386e-34,0.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
99.9999999580935,1.0
99.99999999999696,1.0
99.99999999999949,1.0
99.99998975569348,1.0
7.1034557885434e-30,0.0
100.0,1.0
100.0,1.0
100.0,1.0
99.99991632058388,1.0
100.0,1.0
7.418043930240955e-37,0.0
1.004916729706485e-57,1.0
100.0,1.0
100.0,1.0
1.1363413022057495e-24,0.0
2.9155737750661584e-09,0.0
100.0,1.0
1.2909502361377094,0.0
0.0072806836036288115,0.0
4.188106804196869e-06,0.0
100.0,1.0
1.600756220750986e-15,0.0
1.980299961921278e-17,0.0
1.4942714935868991e-12,0.0
100.0,1.0
8.39742394795905e-44,0.0
100.0,0.0
100.0,1.0
99.99999999997542,0.0
5.53287710280714e-34,0.0
100.0,0.0
100.0,1.0
2.5989053671671784e-21,0.0
9.116967289569507e-33,0.0
100.0,0.0
99.99999994332968,1.0
100.0,1.0
0.37395871644001644,1.0
100.0,1.0
1.7113444765654435e-18,0.0
1.1421010755554828e-34,0.0
2.5252908705399896e-63,0.0
100.0,1.0
2.053552672536723e-27,0.0
2.055858281910156e-36,0.0
99.99999999975495,1.0
