tier,rank,summonerId,summonerName
DIAMOND,III,OtjfVB50NoKglkUVt5EtK5FdkjNjQYkr1K2I-yoGk16hW4k,흐 냥
DIAMOND,III,mCocQOXqQf4JVCg3Pe1M-Zya7hOZvsInCql9d8qZFZnXOQ,토리토실
DIAMOND,III,X0mRqM3wGkM7VhiIvh7KBzlvd1Rh4fpT3YY6fe9jKUBn_A,소레영
DIAMOND,III,Gi52PqB82g6yGTMyJ0Lbt1xHEcitl6urQOOZ1ydXWgT1_vE,겨울의사나이
DIAMOND,III,F5X0vrvK-K_ISZJPSWnG-9QsUG-5W0fpWh3VGO0W8shEHow,예리쁘띠
DIAMOND,III,UVd99vcgEujTYZgmpW0DAKSQviefLKRE4ZpapzGYEyxtr20,징한랭겜
DIAMOND,III,2qyBnES5VF0YZz1uJ5hniH6sVqORF_f5YimtSmiZJcgJrw,권뾰족
DIAMOND,III,lje4Jd7oA2WmnP6p7eI7rpFzg9WCLLvQvBF3ncoH0M_IeR8,BBBBBR
DIAMOND,III,yTdiGt1PHCEE4nk2B53bBjhARY5zrs2aJT7DWC_Bz50XzuU,당동캣맘김옥미
DIAMOND,III,KvR9ltmgCmy8cdOb5DoQtITtYJzE0DPDttKwEPM7j1qQfVc,서포터 자이라
DIAMOND,III,QHjWa9AJ3eAsODppp4i424nUolD9gNTDSo7OChEi2OYzrPE,겨울봄 이세돌
DIAMOND,III,ddWERGW1pxgC27FATLYoNztXuh8D25vA_5ZD-uae8zEsTQ,번식탈락한남충
DIAMOND,III,Ce0DGJqqTcU8d4WubxsYdCiWa8FzADfwDK4j_4qySX3q1g,바람을타고6
DIAMOND,III,yTdiGt1PHCEE4nk2B53bBjhARY5zrs2aJT7DWC_Bz50XzuU,당동캣맘김옥미
DIAMOND,III,KvR9ltmgCmy8cdOb5DoQtITtYJzE0DPDttKwEPM7j1qQfVc,서포터 자이라
DIAMOND,III,QHjWa9AJ3eAsODppp4i424nUolD9gNTDSo7OChEi2OYzrPE,겨울봄 이세돌
DIAMOND,III,ddWERGW1pxgC27FATLYoNztXuh8D25vA_5ZD-uae8zEsTQ,번식탈락한남충
DIAMOND,III,Ce0DGJqqTcU8d4WubxsYdCiWa8FzADfwDK4j_4qySX3q1g,바람을타고6
DIAMOND,III,65J4bOz3JbzZT6Rh3qy6vzhxvuAfmpcM0CR_lPsGNsGr0A,kimfire
DIAMOND,III,wNlpf4nowVbXtsE_vxa0M6T1SoASME9EAYRN_90FoTBiHzU,지현123
DIAMOND,III,SYZxOUDDVVfcH6BRMqOGdtHgktqWNRa58GjhP5lPDBzCAU0,막아주고이끄는자
DIAMOND,III,3H_CuKO-LA5g-w2NCNwU7-CfSTLKR_m-D_VdYjyobTWfvZI,날 찾지말아요
DIAMOND,III,qt6nmQG1IQ_oqhXCj_z2k_cbI9J0W_-LHBxJ6jafOfMquQ,딸기토끼
DIAMOND,III,9rP_f4HCxbidUMyUniSN29HLWX8AFT91v2hoj1DGd2gabQ,시즌종료마스터
DIAMOND,III,5Tm_f2qa7xvHMECbom6lDo9wHKz-hslimvuStI-VZAnX9g,새하루
DIAMOND,III,PPMXoF_0_VwlPRS9k3s8H_ThLy993DPzyoWhRjF7CwYg7A,목도디
DIAMOND,III,6Bc_8ADYRG_KyuuyziEjjbWf8yZjqaeOc77N9XecfZ3TQQ,우리팀좀쩔던데
DIAMOND,III,2fXMcBsZXmcYtnpun-u9ZQ6Xht97cKguVHub27yJ8kj2SQ,도발금지
DIAMOND,III,bwA8BtQb6pZ2atAg8FBKiL62WEpkA3r_gtW1YDVYLgUBJw,안녕하심깡
DIAMOND,III,c8dMowUHbitd89eYRqHiyKDpwzOC1e4gCbVjVXd7fFLVRA,상남자김동일
DIAMOND,III,0tNPTg4w1M_VXdIBH9zPBuocwMIab6lWAVxaBwVx7-f32g,푸른백장미
DIAMOND,III,k0FqHeDv4cPpowsQQmQqOXLCyOy5qoL_exVD10dTrQCPeQ8,변이빛나는밤에
DIAMOND,III,8PQs_6AshoYMQE09vljF-p6VSqfUanLg1jpLrUk0zi7EAb8,미니언은놔두라고
DIAMOND,III,0Gy7n-VEsXacspZVDASXUYHEZh69iMiOvvEXSemgv1b6Obo,혁 쟤
DIAMOND,III,Leo7gcsDNJZD43h_arbqaTodlsM4Odi1iKdwQxONe1yiasc,생각말고 해
DIAMOND,III,UrfFwTPcQd9biw7rwivTQcJA9MlDw6t8L-aUA7LNT328wWY,현우에요
DIAMOND,III,voD45QLRkHG1wBVcMAhKPAU7xpALxAs1RV_Rx_ah5nnqZUw,정민봇 즉살모드
DIAMOND,III,LBWQg7qfJH5FU0w0xHD9Ihpav9J6uvK-2c7IM1QE0eIXQco,AD아펠라치오스
DIAMOND,III,QbvhWdFn5-bjAYBF1ttLP8VZuVULtgSywP8ExTpmNhGpSw,대포는꼭먹자
DIAMOND,III,-cLRPFQi18MfrL6c7Zn89zALNEu4qCHG7uzgjuc3E0X0_Q,조준희짱
DIAMOND,III,MUcTZABdnFFvQayYYWZpw53IRVpfqqY5EqPXICJwB7ECCA,나나잘하자
DIAMOND,III,tZi9KBmHgEgcI5RSxT0ECSnIQ97POUrbyUjWSVM0dt0aIw,뼈목걸이
DIAMOND,III,8bq1GmxPuwdrQPtz1fI_iU9D7pXfykl9Ls9FfavMAacW_Cg,키위향
DIAMOND,III,b97KOap-w4z6zYDLHgqs3HiC23ZzJc1fSzXRhD15H12oDw,서울구로개봉
DIAMOND,III,Wd-zAvXdB5sJbj6MYhv22kd72II6ktDn7pHeNiPyjW_t0Q,코뚱잉남자친구
DIAMOND,III,32QGkya3_5Qf8_23VBRgLsunjXkdLTT6rFtOomIlWbCHWr4,DONTLOSE
DIAMOND,III,gZucVEanDf-ba6vJERu7ZYoFOzzrthmXC9QPs_P8WDW1cZc,DeVita
DIAMOND,III,szCgTQZoDUEmbjeU4ecfnPhuZZxuWs16Pj2592SQ-UtDKxY,동처이 안뇽
DIAMOND,III,jFKyblPvokUVrZsff15vND7tY00uuOZLMlpC7v3BHDCl0Ek,온두라
DIAMOND,III,pM0GBrJQ2O25c45dyCPl0y4salAlYz9inSoVKP9WgrLPULo,건들면지자
DIAMOND,III,twTmcVREV9Od8iTPUBuoA22fknjBlKp0hUtLfXYRWpaQvqs,완튜브
DIAMOND,III,eylteV08xaMw-8pD8Uqi9hpMluGomBgPT8RmetNjDzhTeMs,이따뇽
DIAMOND,III,doEEhQ2vqiOL1vCsai9m_XCldgtok53pQHQTDcPwxsTNdg,포켓에이스
DIAMOND,III,AwlCLd57AHzcz_pRuzz4fAhCYV83nsR6HWx884qysU5QcDU,iosoa
DIAMOND,III,38JlkysDVmtuRPqJKmzUWJdmd2akgyw-PbERv1IsTwIlFRA,노라봄
DIAMOND,III,-ooBIV005mbAxslCSF6AY285Qpe4mRAXz3WpY_tQ2lOSjA,유 돌
DIAMOND,III,4qcfVebaSESffeOwouW8Rt7-DMtWkKpZS4cITGz4BhyzOg,노란검
DIAMOND,III,UdEufKurCQzMhmQQB2RH_VsD-B-NH5EOLkA4A9XYGNZK0Js,몰랐찡
DIAMOND,III,8b9-HZQHCDcOcWMrXAafVtV2AGYRWDHm7uWKKFSKTwfZXg,Friver
DIAMOND,III,sZSWFx0u4Kistx2rqX7Z7y3qmizqnT_f71fU-XbPj7TqgQ,879465465
DIAMOND,III,QPtt8sIrYKDOcDheOmJHiNsNlhbRViWhXezjcKfHHGZXsN4,뚜벅뚜벅열매
DIAMOND,III,GcEwzCeGxRekxvdMCWQ8DKwTXn1bGhjkYZQac1MLuEsrlO4,여름나기
DIAMOND,III,7CpGQd76v1CB5Jawsmu64pKePcCMNMGIeplQV9X2Orl4GA,후 량
DIAMOND,III,lMteDmykZJnVjroMNPXSKXvbyNF3tSMF4T3pe7vn1Lk0lQ,SNOWKING
DIAMOND,III,LKePkXnLwI0Bn0rKc-r7GfMITokAD7SQgIBiRqREmKYTuiA,ChangHwi
DIAMOND,III,eQh1iGZeeDog6Oc9LUEB9CoQI9G352souZoyFhTIXfcHeTI,Lim Jae Ook
DIAMOND,III,5Wwjwpw8SCf4bKhmR-dIJ0zTO_PZlJk7VVfAeaDLrcO_sQ,공격의예술
DIAMOND,III,ap2C9Kec7c7gzBrC140Aisq924cF8E9n41mn--tpX_fW0w,인생덧없음
DIAMOND,III,nlb6WSFXnzbbvsllckHLF3ZLsPD2G2NtKObSpGMkis2Xyiw,곽원창
DIAMOND,III,T0QvHjtxsPUlnbVhJenNo4FNBovaTVLCOgOeE1LOTf7bOQ,Ol발소
DIAMOND,III,sQ2l_E6oQH5rkTdcGi60ZdbeqPGrnTUQQJXe3cyXnF9wdg,내 검
DIAMOND,III,5YF7Rbs0fDiGzi922xdtsZmurobl5Uw-N1dr9OtkNTa18A,사악도리
DIAMOND,III,NIBvra80byENjnU0TPtl4gl391u9URPCjAAupvg53CtI_dM,규히엔
DIAMOND,III,a3k0Dx5HkHwHFflxE6rbmIAUucZFS680rVqFMmoNoXnuA2s,휴게소R감자
DIAMOND,III,2JQxTa7WS114hQhnonIeRuf7BCdV5k9x5oL6bNEyzHRrz5g,Jr샨
DIAMOND,III,2ctcVso0cfwEAB_eJL9V0OH5Pcm0miyQeJKMnTS8Z-ILjg,뜻 길
DIAMOND,III,Zk6MxneRLQ_1G1HNOO2DSc9wun3KnDj6LvT20JOa_A438w,쥐린내
DIAMOND,III,lf8vm3-PDBzUFHMSvW5oMkU-dT22wcedWPghuWPdEXrwYrk,왜이래나한테진짜
DIAMOND,III,6SDMm-jjPhQM47vOrVndxg-MSUJvgPR4xyj-_DX9dCvaTA,확마궁댕이를
DIAMOND,III,N4vL03Pg4pXhGFd_1CxOwlJNAIh631TzAQFZIPZ1ZTtISw,조원준
DIAMOND,III,52FFSs_BKtSFyOvWiOhS_w7GNgs6kqt7Q_E2XGPOXORXuw,쿨빙수
DIAMOND,III,4wjdJY269UcByoYUF5YJ8vFyZ_2NzxDXKrx55YtMPLGNsA,진우영 fan
DIAMOND,III,jrEjsrqpVntz8LAdKsd8zmBKXKTNObnLV-STbRZozmd8cA,인내 끈기
DIAMOND,III,3Umf9NJQnE2j8StXGya1eb47H40YjFMU_7i3HpnRO5RGR38,참치가좋다
DIAMOND,III,4RvQoHwleD5qcqMg7j_qWh3mPP5lZ8iv-ZrNbmYa4jF-M2A,짱 77H
DIAMOND,III,bCTrTxXOYxepMiqZsRXPAJRFhMzjKV4Vci85eTwVpw1DtQ,Treak
DIAMOND,III,EILimPtcT5JeFwtYkl0Q_EkkT0j6GKMZ5nbUGzxj83hyYQ,침침이
DIAMOND,III,HjTnJ-EjRqBJqH7mp6eekATQstQLvul6iASqzOCTnfdIyw,09정글유망주
DIAMOND,III,38qJDlmb9NW0GpSUM1wwhXxXYRJfiFF03urev16Sn4XWzbc,적팀만오노
DIAMOND,III,p6uuM83Pfw3QvDMmWzorn5Y5vNUNNmawl4K7aGRMxomCkw,정보통신부
DIAMOND,III,w62EueFr132gJoAzE0VQAHtP_N0RcNdQqc5mN8A2wPRcs5Q,2라운드 준비완료
DIAMOND,III,9SaqMnz8O-waYG0-MTgOHws15G0ORL6Z2SaalZhoP4s23rA,Noc Zz 부캐
DIAMOND,III,S7qbARaJ5PvVUJlXKs8WftZZjRNZ-3AQyaRZDAT4O7c03I4,봄여름가을하늘
DIAMOND,III,0FEqEn7SuxqWqgm0cO0aA5Nf6621ECV-vfd_9ueZGMMmRs8,건민빵준혁빵
DIAMOND,III,IOsg1tVCHfbG0b7FMMYVErWeomGWFD96cXoFEoFSsnT6QQQ,헤 송
DIAMOND,III,F5nUES0qTe5u_dwir4IAg5TRT92-etiZYtX3jpw915wPH_8,Wana Kim
DIAMOND,III,lxgF-x2MweGV8EbWZxNTg15cYuz_Qcf6SXBOEKtEG7RAxznvZD1uNa9i2A,오른선택의이유
DIAMOND,III,VtRH-El7eBpS5eoWtFkjsKRm3UxBQVMKmqf27pmfUZuH4nc,대화할 수 없음
DIAMOND,III,he0rLgktvwQrZXx58G_vyocKJh4sXDs57mokX5Crny74kvk,EveryThing Life
DIAMOND,III,1Mz_DUQC4ELnun3QOxi6R_uIFNJ72iScpm2NGyuBvmv98Nc,그른가
DIAMOND,III,yOWWh4MIZCQQj2fY3GcB8vqW-pMRmmgBTVgMDRah7RYG4W4,겡 민
DIAMOND,III,YFIk0L-AHpIBaSkK5BoKth0NSompsNMNo4AgobEQkj4cFXBMGAmnu3lknw,총이랑활만쏩니다
DIAMOND,III,deJqj_wUpD6wkhtZ5ofh-fqCkyMu5LJy8AgSgjZ2Q61-NZQ,이동주이동주
DIAMOND,III,bF5gswj0fSRrtYU6bznSAVJqreVZbti6iEdIyJeiQ13dGFE,부탄팀부
DIAMOND,III,cXiYE6ooFNfkvgjI0WGg9TVS3-urgyreh_zv7ivYaP3sqfw,형구기
DIAMOND,III,82LoDVznHQYdhrTl9UcosqTYKmMgm-b2w40HOBK9iY2qXw,Echidna V
DIAMOND,III,k4_Ap77wgaexff4Vhk841sGt2QCq79Q79fkvqaj-HJf6DQ,똥쟁이1
DIAMOND,III,Z9R1fQw3TaWJbIUsO3FOM6ZtYw0G6JzDhNEzQSRpEDoRZQ,덕분에 행복해
DIAMOND,III,l6q133TjCZnSMylVKtad8RRou49nmP9V96GJ_k0b_wZPKmQ,상담왕김공군
DIAMOND,III,-eH6t4b8hp6JudOtNSjRtc-pkJs68W3szDrnG1WK4SDAVak,말대꾸하면겜안함
DIAMOND,III,tw6bWgExI9fffWg5toozb3GHXJkwYGxGss3_Z0r6Hew2TbY,뒤로돌아계집년아
DIAMOND,III,daDF6yizogxmSAH0sEqAAgqkCblWi-nOxu6ZKFLiMglKeHA,스트레이슥
DIAMOND,III,l9CF5F01C1pR9mfSfG8Yo8SW5DLdCeQdByqgJVnq_KOCEA,탕코야끼
DIAMOND,III,kSexAYr0JA1b8vMEa8cs5__1ulPZpPCbHftEL9PPkhXcHw,1Tier AllRounder
DIAMOND,III,YfJ_y0EUOVVP0svlFuAS5ox1bD14mZ1dFz2Tz2GC0mhNJQ,그만징지거리셈
DIAMOND,III,Nd09JZlprYJYmvurt8AlZ1j0k7lsIJezyRGt4r6dTzQ3jg,정의의칼날
DIAMOND,III,bJinQHGnsmwusaqYvtdQsTz38sv0kHkD9m86OlZdQAWINg,우리초는안물어요
DIAMOND,III,ZtfElBP_IsDvJQBXyW9_5ZsZhyJzWs1YeXaEgKJz3cc-keE,Twitch 김가은
DIAMOND,III,6uF0O-jENZyuOFZLylcfeUXcdUs455-4TFY4OaIr0KIr9wo,모자란 국윤호
DIAMOND,III,Q5aB7ilzVvhBfe3xLivYOxpHqnzOvR2jqTjpcqjqylYky7s,v애긔겅듀지우v
DIAMOND,III,ZCevoR_mfHWjcHh6ksDLUXwZ97ioIUvKcgbKTwr25MTLpQ,덩큰이
DIAMOND,III,qJ9NsuCd6RuWdyzz7EhJUDMUeGJIEzjzWvpaF3nzqqIyYI0,Dawning
DIAMOND,III,2RzkKhel_D_vdm0K2v8_n8IjBwRYx7SygMYMtcIVcCBWGg,powder33
DIAMOND,III,PehMNG6f5X-L9pcFvFNPn--t74-Vpcc6CZw-qeVo_YBN6r4,황홀해서심야까지
DIAMOND,III,wzrOT1kCotxUscmNumwJq5rrrgNhRoWGL_GvzKg8Y2jt9g,소양맥
DIAMOND,III,pCnUlWr0FqzL-QZF3dOd5Xwp_jJNgJQ8XQ4nnjIaTsqHIA,방귀대장지남기
DIAMOND,III,rSxarNkNmsoReQvStF_82avToVNvbmcDoXnenE4G6z0Pyg,현호짱짱
DIAMOND,III,VgZ7iRzigcXuihzMxnPxCKIr64YgtQIRBmBdvGveTMxnm8A,Ceartas
DIAMOND,III,HFFQXZ4j3wkS69yG1c0YorcWv8jvPSWxlaMhvrINe88Euws,Alphano3
DIAMOND,III,GZtVaFyBem-WLkqL-z5VEJCpc0iSnOT8c_UhBiimOmiLq48,만석이잉
DIAMOND,III,OHvIsWSkUxDWcHK6JLCz48a2lgyxmpfVDySOSCmUnojgBQ,정글먹지말라했다
DIAMOND,III,1ixpZVjZMTTr0MULEVS3vgla5e_LIIZnpoeOLmFKbC7q0uU,으깬다
DIAMOND,III,KPwbQT23U_StW89ogyGyN8ST-MCTCRDdW8qMDC88t4ztv9k,나 수비니 원딜
DIAMOND,III,d-1UGY_cocL38IQGrSTsJNGe723EWtWRQZXYvPAlj6uR2zw,믿음소망사랑힐만
DIAMOND,III,3RNSs0HgatXG1ud1SI92kv7WWES60FPH2Z1f2ZRHMV9FAW8,허홍영
DIAMOND,III,esHCEu9Dl2muJbFJLZyB8XvG8MycJuVc8JPFQXH3mjmssQ,Dear My Deer
DIAMOND,III,-GRv2Ql4ivrHMcFw31aCxTa5vYqmw28kDj4uaaNvweOv9Zs,메가진화
DIAMOND,III,IPv5KIgIpxJNMW5aRJ0Af2G3CNbsv8DuKZrMVM-7eOUvEA,오 쎄 정
DIAMOND,III,TE3OOCGTNYWs7xpwKumfNqYYiqeihG4fQsr0__ssUmEm38JY1TvfAT00iQ,Levit8
DIAMOND,III,Wbs51Hah7JnqccgYJkMmQjYwlighwwOeQyv6RmT4-WUqkfE,대장교
DIAMOND,III,1u8KTOjpvbE3NWg_jJmjY9R-M4U71U-in-UAXofX2aNDcA,어검발산
DIAMOND,III,lxle_fbHda37lHquaRJNQQoph7k2Ie4MPVP1UcpmWMJJXA,김선국
DIAMOND,III,nEg4B4BAR3pJF3id4IxvCxau-MuwQoUSc_5U2cQxhq4_dw,열군만두
DIAMOND,III,-A4XjQEGptcuOtRcgrrrq8OugTnJ2fMIeh1yRqJz8JG6Ag,와니킴
DIAMOND,III,TAOZygiGMc69KlnbMYR4kxb_cECFgDDWF-dQx2-BKrnPkA,안철수리검
DIAMOND,III,Nfz0ouwDiLgD6OSOPzROV5gWEuL3NDmoJ8GUkP1-BJ3cSw,게임하는클립이
DIAMOND,III,yy0zSZz90LfLMxGC012N2GpeUGKIgOEKLlmzC-sLbUQx4Q0,봄별비
DIAMOND,III,fTQLhws7-BoFFmebPpEmu5_StK-Tg9Kb6DVl3sfououIKA,잔혹한계절
DIAMOND,III,LaSLwX41A3FX9JsMtGokcKnMYhoIcEnIHEvxalAkbA2QdeI,POPORODO
DIAMOND,III,9L0_jVy-947GRGIODZfcVGg9pa4LSN2KUlFvF_3SXXzi2A,팀운망캐릭
DIAMOND,III,d7LO87LXDR8IiUzL8tVpR-aUsE4I_izNrnO39PVvBfiunRo,lovelovely
DIAMOND,III,XPtilg4xMByZpUHgDfFr6fTPO3O0tsjlFzsuZiFyK2WnUpI,초고농축토마토
DIAMOND,III,ZjXxD3i-47_qLL5I5XaAUGKL5EowwjX_HqNQD5exF4wTkyQ,매일배아픈사람
DIAMOND,III,zjXez-W-iaE2m-y3TGOMRDwChfknQt0l4MSEnHdkVHoxCk0,마 세 곽
DIAMOND,III,KR7V1uR5gYUAephnDxktTllLZU6uoA1ailk5zqlE62IsjiE,사나이이원기
DIAMOND,III,FTzF37B5XTF1yBUOu7uwQt4495f4AaWjXlx2yrF5YqbLq7o,사랑스럽쥐
DIAMOND,III,IDgJEYgpwOSx0qrsb2MfxZ3YVjCGgZyF_SFijfyn5AhzBg,존스델리
DIAMOND,III,dZCjrqia_eb2RBtrgEs01e4uNkf2J_eGw0hxCy37aQpu5d4,봄날의햇살김채원
DIAMOND,III,eg3tWap51DWXLBqPlKoajoluTvubpoGJpuc2dNyU5JcKeEc,Mili fan
DIAMOND,III,iuEBr9l1FKfxemTkJeXc5yIE0TiVQk6yfQUdZVycgsVcOQ,네 년
DIAMOND,III,1wpNnBckIatgTQW9-8Zq5b8heH9oj-gUyGWtUiqhJTJqiCs,응애 승리시켜줘
DIAMOND,III,_Q60vvEcA9G2jGgJJszpvrX5XORXRNLNyrI0JmWFkFcggEI,she진 핑핑이
DIAMOND,III,s_QwYxTGOceNFRfA3EJYFf_pvdL20Du8YQnhO58O7Mg1370,Last Zedi
DIAMOND,III,Fz88GqEt4psFUq31_AtgWbBtkg6snwgOlJVVE9R3zE0-r-A,김정우물안개구리
DIAMOND,III,XRPMSz_E9FbzGpdQZRuVIjreyEBJ3HKfPjmw0iKJRb6IB74,Jungle Elise
DIAMOND,III,TcqVeN0hLgkaZtck3ChBIMnC9DV33Fsg1hWHpVKjI1QIOA,하의실종푸
DIAMOND,III,6UUglpc5AucRk22s_h89bqBkRwdcz-OJ6AyqceIQfxwwaB51i21J8QI45Q,Homer0s
DIAMOND,III,qy5i80kWcSgXSriQAd82g_AYGPpJh8mVeELNtu8Xy8JmsNU,jong pia
DIAMOND,III,Pd2U3tiD6Y9_-_5fNOIcR4rP0F1i_HbSsFDFtWSf6ItlSVo,나는야 오성민
DIAMOND,III,g4WmEwCRiJjcEr7-zsPO6abyjemM3LqRocCd6Pa2tshe9a4,우 롱
DIAMOND,III,lz91ohs5dKxkVcsnyIaX9lWC5_kmcam555DctZJuzMQNHC_tinE3VSAgMA,sanyon
DIAMOND,III,0ubhn9keD_WAAXJR1WpTphdK7r6ckg8UuNu9m7TTvjq-EI4,삐졌어요
DIAMOND,III,FQxWUQBaFssXyEPv52Nf6p27_hiWHmYL35aeBzTn5mwWRg,당근빳다죠슈 l바
DIAMOND,III,rntlaEDVSO9isz-Vt0n3-ZohI11vtKtzq33rcMJpD_pBrw,상체 밉노
DIAMOND,III,AYjxRjEtt-CpvbPL58MIqxlvlmyxlOlkD43lSMdewb6gnS0,햐 영
DIAMOND,III,dlZRnRCLFtbrduNpIfhDEa-in_67wfaGx0PEvmnZvxZHwmU,대대 정작계원
DIAMOND,III,G6KRrQSRN-AuqCAjOE7H7pgrQil8miuoR-kA4wywAefjsms,운수좋은협곡날
DIAMOND,III,VOvSVBxHawwXoFfTJ5Vk3vP280-eeBZ3iWhpSVOM4WmswGk,텐 두
DIAMOND,III,uqrpe-UeUU9PP5WllpMxjcLmHSTlp2N50GOSjgnVlbPw5A,분만업정 킬핑크
DIAMOND,III,tjiU4T740l0t_H1hmtNwKvob2bh775i1RUOnUSnbjIjtFdI,IIlllIIIlIll
DIAMOND,III,-wmXOEABLkecGDz7IdbZyLVPZU7H5ohR7sREYKN0h2T2h3Y,백일청천
DIAMOND,III,BvYEql_uLUlzktaSYp1gdvUJ5-vrswHZeMxyUBfzw4XE7qA,적당히못해야지18
DIAMOND,III,Km4iBcgU7Ky0Kuas94YSM1ldqOZyFhbRnhLeSSn3FPT-PxI,back없는사람
DIAMOND,III,s3J1J48EDuPaC7a48hxIUYVc4zymXsE3HT-J6-4eXX-j4A,나는예숟
DIAMOND,III,LgfbqO9XWOk2RV7aSBm75nfB3V9CFQQO-j62354yVbIY2tw,너네나잘해
DIAMOND,III,ELKHgTBef83kbSx2EcCPi9jF2tgo1uDVlvoD-1UA7FRmzBU,lll win
DIAMOND,III,mfUsaOXzlVQmASARKQeHu7TJD7U1aD9BMqpIlnESnIye_-4,생수왕에비앙
DIAMOND,III,4yGan9IY1msu8w3hLv7JqUE-vWm0ryjCNU_H4qbdMx9SNPk,체잉구
DIAMOND,III,ifcn4-wMbXimfMINsldqcPhPp1IO3UyhHNJLj0iOMNYGyC0,태쭈이
DIAMOND,III,S7YsbSRBywPWDIxGXoYz8nVPosWwFY84vgtXHwb3SpT93A,태원대마왕
DIAMOND,III,BD3sdnZN3CvdOsOdGvGnNQmtExwEYj4xZH1GI2T3AT1exg,솔랭이낳은괴물
DIAMOND,III,Qo6pQcB01GYX89peMPY74QfOX_GTZtUOpTeSky8NosCISHk,Mayhxe
DIAMOND,III,znU85Pbyq9MSH_Wu-KcEAisEx5Dn6uWLZqYTT8GMcEOUpYM,AngelRaguel
DIAMOND,III,XcqHCU1NLH3441Iq-7vn9e3BYxELxNv41FrXVgYRVRy0GwA,방구석 제갈량
DIAMOND,III,1okJDQGw-kIqSTLUSuaBnbmeiEnrQt6e6NhTUhsrY7MY0I0,강서구 제니
DIAMOND,III,MVGNmR4opp2x960HtMYOow3Kf7L9ZEY0Mva5S-M4ztV22JjoBvTG3K0w4A,두팔이가좋아
DIAMOND,III,Ozy7LDhT0JcHMiW-0x51efcovknx5ewn4hSlPbY7jcDpwjY,으아아 이러지마
DIAMOND,III,FqompYGLeYPmcWdjXcRoBwA-2KFsa_QjFGvfJK37HiiKjKI,홈런의힘
DIAMOND,III,yQa7ZfF9PwUJQDA1K3sOi0cncbPQn4x03cRGayoAxPU27yg,전라인신짜오
DIAMOND,III,To-e26HbpLr6Y_SvYbZTt9AZ3rNcMfjl-FqQtYqMgQYOVfE,5164321
DIAMOND,III,xZGo1Zw_qwRgMDEATCf-ZYqv1-NmrgolotG91tlIUty3eFo,Reflux olaf
DIAMOND,III,Cky8HOfEFT486qE0fzKIkHlgaO5TEWOiJQMz4a5iyENX1Zk,토리화초
DIAMOND,III,0URX3HRyDEons8miogK-WNp8BiEN4-PpK-MOAobYIXFeLbE,날지켜라돼지들아
DIAMOND,III,41Ss4KzN-PnhJTS2bj1V6vr--svyOA0TDwam_qzuFTQdLg,사진속너
DIAMOND,III,1_SBog811ekonpS4VQZVlkG2e08j_lEPgSkORwNaTKl707c,Riven7
DIAMOND,III,wNoQFSh9y1trYqtLxLzaBjZyJfKaENdWBl-5zGncYofDXfY,심딸근
DIAMOND,III,Wgn-lag1GRufTV3D22y1iwGq-qr3NAnFi2MBG26bwp8Hjvc,마오왕
DIAMOND,III,8QXs3y6zTfz_CFMaaieyLn-O5ZwTx5CZdGtsYluoka7thck,Escanor1
DIAMOND,III,vy86LR80_8doQ6_p60aBWI2xWULM2w2FJeFr5Dcpc2KQXZw,터진다팝콘
DIAMOND,III,ZHcM_ldtZcEQ-hBif4wFFm_FQFcJ4E6xd4rP-z8MvAVhGlQ,대장균 자르반
DIAMOND,III,xEjCHqkA3XWyn3p3Z_Al6RrZQRg4kdr-7GjggtT7Zeg092g,qq111
DIAMOND,III,hvtp3ya_A5MEFQ0pVYQtYvv83pv6U70FMeL2yQ3EfxX6Yw,힐주지않는사람
DIAMOND,III,WcD8hfZaQghzu_BjVXElMXTtHsDoifAeQdMYkstRa8311fs,daxiking
DIAMOND,III,6ufFgcdIBYoRcUfphDs7AdudmWPpXMmPsRMfly3etJe5LuY,Mahiru
DIAMOND,III,kSWAZisH9JZZYLPkZlFetNz-kI8nUXQ1KVDvG8sAmjPL1OU,충년전용도구
DIAMOND,III,eONqjEx_nUCuJyFQe98AVnW37wDmdoI3N9ZfXkl3nl7r0w,도끼파 돌격대장
DIAMOND,III,GHheTpt86vxvyoRrvG1ZWhX6szHFTa5FzDhEA-Se5OcBdak,프로미스 박지원
DIAMOND,III,vzZ7J0WoAYVBIM9R7qkgpPuIOIwXtyr3JwTtHZkB9Rz_IpE,별의꿈
DIAMOND,III,6ufFgcdIBYoRcUfphDs7AdudmWPpXMmPsRMfly3etJe5LuY,Mahiru
DIAMOND,III,kSWAZisH9JZZYLPkZlFetNz-kI8nUXQ1KVDvG8sAmjPL1OU,충년전용도구
DIAMOND,III,eONqjEx_nUCuJyFQe98AVnW37wDmdoI3N9ZfXkl3nl7r0w,도끼파 돌격대장
DIAMOND,III,GHheTpt86vxvyoRrvG1ZWhX6szHFTa5FzDhEA-Se5OcBdak,프로미스 박지원
DIAMOND,III,vzZ7J0WoAYVBIM9R7qkgpPuIOIwXtyr3JwTtHZkB9Rz_IpE,별의꿈
DIAMOND,III,UOKSJe8D9v_0PGpLhAfsD0mBC_GYapiRLSF-PFbCEjnYXO0,아기 무너 뚜루루
DIAMOND,III,-q8eMZZ6AOp9hOEBZwgM2Lpncc_5AWBhWjOMND4pheSHAX0,할수있다 파이팅
DIAMOND,III,uKq5UfQYN1MVE-ZsuWcOR2XdHxBNkZm8mzyVvDVuJFcsKlg,국밥에정구지팍팍
