winrate,win
0.038038286668669416,0.0
95.840183698518,1.0
35.15615522606202,0.0
0.0038053203724180214,0.0
0.005442044723328228,0.0
0.14102520959210754,0.0
99.99999920862307,1.0
62.084998753795375,0.0
99.99999281391489,1.0
79.11310713613904,0.0
8.034106825605736,0.0
5.902761854162118e-05,0.0
99.99999990694042,1.0
99.99998879276696,1.0
99.99378625994669,1.0
6.86870324110056e-07,0.0
0.020452654888857152,0.0
99.99981537704372,1.0
99.99994866337256,1.0
0.04678836872418621,0.0
99.98098310504562,1.0
0.04549123369913992,0.0
99.99996633289626,1.0
99.99966571611469,1.0
99.98601674351801,1.0
99.97759677076121,1.0
25.767159821709214,0.0
99.9999883565301,1.0
6.975138913135397e-07,0.0
99.86456606533848,1.0
99.10859517482734,1.0
0.011268181930689774,0.0
0.0010367307154542501,0.0
99.99999341246425,1.0
99.99991562484361,1.0
86.29656173938689,1.0
3.082433668375025e-05,0.0
99.97728104640905,1.0
0.0017988830756430175,0.0
0.08337238373401286,0.0
99.99895873761359,1.0
0.2695038395034198,0.0
0.00022124220332264834,0.0
1.8708498941546603e-06,0.0
99.99970959998015,1.0
99.99999807858615,1.0
99.99999951102359,1.0
4.839574141789526e-05,0.0
99.97141105760721,1.0
0.3183155022320761,0.0
8.459412099736623e-08,0.0
72.0290149455748,1.0
19.26236673435023,0.0
0.19879653622252824,0.0
35.10482468476053,1.0
0.08575044162227044,0.0
55.49782274494539,1.0
99.99989255399207,1.0
0.0004621840101727675,0.0
6.1344093258139205,0.0
0.01833967540334422,0.0
99.99994286453793,1.0
99.99999924953904,1.0
0.04257411109615127,0.0
0.005816009945424588,0.0
7.515433637988178,1.0
99.99325932951135,1.0
99.99999999364229,1.0
99.59229801206372,1.0
99.90233168473142,1.0
0.001059221442490741,0.0
0.006671104073129489,0.0
0.018519929453506393,0.0
99.9999995380086,1.0
99.999999752089,1.0
0.006171343897968814,0.0
0.18189851535935322,0.0
16.129050120477444,0.0
99.99883858662592,1.0
1.563313370857731,0.0
98.40511777888686,1.0
2.116468377898494,0.0
56.814685047695555,1.0
99.56420679252965,1.0
