winrate,win
2.4605133383217855e-23,0.0
4.375059409187044e-31,1.0
5.1711677319990827e-11,0.0
1.7841716906723587e-16,0.0
99.99999999430432,1.0
0.001351120390453331,0.0
100.0,1.0
100.0,1.0
100.0,1.0
2.374948371369424e-21,0.0
99.99999999995872,1.0
99.99976897700721,1.0
99.99999999981344,1.0
100.0,1.0
2.2675190574815014e-22,0.0
1.3402361158139814e-23,1.0
2.873777650848964e-48,0.0
99.99299456901757,1.0
7.0683385339685914e-15,0.0
5.438640813150844e-16,0.0
100.0,1.0
98.85943690444272,1.0
