winrate,win
100.0,1.0
100.0,1.0
5.4597309365470465e-34,0.0
100.0,0.0
94.13210042446728,0.0
100.0,1.0
3.119161846778055e-46,0.0
100.0,1.0
100.0,1.0
1.209580775966224e-26,0.0
100.0,0.0
7.551550847392462e-48,0.0
100.0,1.0
3.750273045688689e-112,0.0
3.5315482231169267e-100,0.0
2.258395030984182e-119,0.0
2.4968913098002893e-34,0.0
96.64497203175961,0.0
1.6671652792365763e-29,0.0
100.0,1.0
100.0,1.0
9.348986717310394e-88,0.0
5.999379370926981e-54,0.0
100.0,1.0
99.99997905641783,1.0
100.0,1.0
100.0,1.0
100.0,1.0
1.4387736257235455e-56,0.0
6.077999320992128e-33,0.0
100.0,1.0
4.0495224627928724e-121,0.0
1.1667983144293347e-92,0.0
100.0,1.0
7.105498916558892e-23,0.0
2.8001312934539204e-37,0.0
6.940076175006858e-26,0.0
100.0,1.0
5.746637229575161e-42,0.0
100.0,1.0
8.965150688184285e-120,0.0
99.89543687023999,1.0
1.62443289082234e-34,0.0
1.3494139030542801e-58,0.0
3.2903210676848626e-82,0.0
99.99999999999997,0.0
100.0,1.0
100.0,1.0
100.0,1.0
5.54102513029594e-128,1.0
99.99999999999984,1.0
7.929420141494178e-49,0.0
100.0,1.0
100.0,1.0
4.4630074822521314e-64,0.0
2.6511670910461347,1.0
4.439100790914829e-149,0.0
100.0,1.0
5.861279563632901e-116,0.0
100.0,1.0
100.0,1.0
