winrate,win
1.6861435960749128e-10,1.0
100.0,1.0
6.18272501171015e-25,0.0
5.673044613765584e-81,0.0
2.960642968250446e-25,0.0
100.0,1.0
100.0,1.0
99.99999719809144,1.0
4.8728730495995106e-26,0.0
100.0,1.0
99.99999972628744,1.0
0.5290655196026582,0.0
1.330159913156515e-37,0.0
3.478976783483498e-05,0.0
100.0,1.0
100.0,1.0
40.8626780713772,1.0
6.16727175602832e-39,0.0
99.99999999999972,0.0
100.0,1.0
100.0,0.0
100.0,1.0
5.3316678138417545e-24,0.0
1.420592984839691e-38,0.0
100.0,1.0
1.1071687052958107e-85,0.0
9.527978720323429e-25,0.0
2.9840335409243935e-61,0.0
100.0,1.0
2.9202552244579997e-13,0.0
6.080460608399648e-25,0.0
100.0,1.0
100.0,1.0
7.832476069658061e-50,0.0
9.752598834472882e-34,0.0
100.0,1.0
1.4969070929274593e-10,0.0
3.2856599209127027e-16,0.0
5.802812717220269e-24,0.0
100.0,1.0
100.0,1.0
5.004626576287535,1.0
3.628535784933785e-08,0.0
0.34771445441634713,0.0
3.1211723709827354e-31,0.0
5.427874339683559e-15,0.0
1.513083888067681,0.0
99.99776334954154,0.0
6.1497856669081316e-21,0.0
3.111902605242304e-12,0.0
3.040731284685446e-44,0.0
1.8070220901162498e-64,0.0
1.527889757101013e-17,0.0
1.2436863389006767e-33,0.0
