winrate,win
6.204997484280216e-95,0.0
100.0,1.0
7.749191385897529e-76,0.0
89.38553072639782,0.0
2.0283227156911259e-13,0.0
100.0,1.0
1.1703496860949384e-27,0.0
2.0556832002675086e-42,0.0
78.86820209228466,1.0
1.6650012068634188e-12,0.0
70.57582406648542,0.0
100.0,1.0
2.09130629782581e-57,1.0
100.0,1.0
100.0,1.0
99.99999977909602,0.0
100.0,1.0
3.599818808472923e-52,0.0
99.99999999598607,1.0
7.651285298874621e-92,0.0
2.6291370567065635e-43,0.0
100.0,1.0
100.0,1.0
2.9341776242682965e-64,0.0
6.93392004542451e-139,0.0
100.0,1.0
100.0,1.0
1.1181352603814536e-60,0.0
99.99999999959653,1.0
1.0337074360363542e-12,1.0
100.0,1.0
100.0,1.0
100.0,1.0
2.002496701191146e-59,0.0
2.4685742471204026e-08,1.0
