winrate,win
3.024129531186312e-12,0.0
100.0,1.0
5.889702860076419e-37,0.0
1.4465049123534324e-17,0.0
4.337313286400207e-12,0.0
1.5460382031020305e-22,0.0
1.6452082704864308e-13,0.0
6.113456545189728e-39,0.0
5.643176486908736e-21,0.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
8.111305333447141e-48,0.0
100.0,1.0
1.743613511136128e-21,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
99.9732747364143,1.0
100.0,1.0
100.0,1.0
100.0,1.0
1.2321772913467234e-25,0.0
100.0,1.0
0.281434048909859,1.0
100.0,1.0
96.71476515576146,0.0
3.466470101705093e-28,0.0
100.0,1.0
3.3555986440158935e-57,0.0
0.034669974395436315,1.0
5.552102664935638e-23,0.0
99.99789752568333,1.0
1.8362047815774647e-26,0.0
100.0,1.0
100.0,1.0
4.671722943568146e-26,1.0
4.964069463738263e-55,0.0
6.710962146646452e-50,0.0
1.6457768101751358e-38,0.0
99.99999412148296,1.0
99.79377648798312,1.0
6.727973225298396e-45,0.0
