winrate,win
100.0,0.0
99.99988036469595,1.0
100.0,1.0
99.99999999999896,0.0
13.553346083920578,0.0
2.5641741250135955e-17,0.0
4.410800052561988e-12,0.0
0.000211526082044504,0.0
99.91899297799858,1.0
99.99999999956925,1.0
99.99638388973166,1.0
100.0,0.0
1.2231170623241503e-14,0.0
1.4575765924593394e-13,0.0
3.89468634940165,1.0
5.726121394102657e-12,0.0
5.339074154643238e-20,0.0
99.99999999997323,1.0
2.4938310882690525e-07,0.0
2.5260519126864174e-12,1.0
99.99548197075964,1.0
1.2039060384277034e-17,0.0
100.0,1.0
1.988713305722986e-21,0.0
1.03890209221382e-22,0.0
3.4936680994760785e-05,1.0
3.293168303218319e-23,0.0
1.4113252507138762e-25,0.0
