winrate,win
100.0,0.0
100.0,1.0
2.285874928932643e-16,0.0
100.0,1.0
4.0708573674896567e-32,0.0
6.61140460939841e-19,0.0
4.965732825475654e-09,0.0
6.536718806485794e-17,0.0
2.503718051126941e-44,0.0
1.6144488802614215e-32,0.0
5.730605093826424e-24,1.0
100.0,0.0
3.609404345449429e-33,0.0
6.020038892005408e-28,0.0
9.40411431637773e-07,1.0
49.33135917458692,0.0
1.6380126301926672e-31,0.0
6.975038317137425e-16,0.0
93.39201737339805,0.0
2.38350188172706e-12,0.0
99.99999980006884,1.0
100.0,1.0
99.99999999999547,1.0
1.1132057928764458e-23,1.0
99.99999999999984,1.0
1.406668377078809e-58,0.0
8.367968252585712e-25,0.0
4.273638061944494,0.0
8.057643474986467e-25,0.0
2.551152331626678e-19,1.0
4.339501791229251e-12,0.0
100.0,0.0
6.11948115328991e-06,0.0
99.99999999904165,1.0
