winrate,win
100.0,0.0
4.3226015877521025e-57,1.0
100.0,1.0
100.0,1.0
6.999976434934419e-76,0.0
100.0,1.0
99.99999999999997,0.0
3.532102679787801e-24,0.0
7.953782731824461e-66,0.0
100.0,1.0
3.1866244040111284e-73,0.0
100.0,0.0
0.014537400114772728,0.0
100.0,1.0
1.2864777970673607e-20,0.0
100.0,1.0
100.0,1.0
7.021176044016623e-31,0.0
100.0,1.0
99.99999999999909,0.0
7.29371411721028e-43,0.0
4.8942022451623146e-54,0.0
100.0,1.0
6.067840951583225e-13,0.0
100.0,1.0
100.0,1.0
99.99999999970612,0.0
6.096714811758782e-19,0.0
8.517403614970376e-59,0.0
9.827274389721714e-27,0.0
5.567489825613198e-65,0.0
1.491237003399564e-07,1.0
100.0,1.0
4.524312755884111e-12,0.0
99.999925531755,1.0
100.0,1.0
4.292207503804897e-44,0.0
2.7055829691442644e-131,0.0
2.7276783050295086e-08,1.0
3.5898987517722905e-32,0.0
100.0,1.0
1.2694610223497772e-68,0.0
5.22183293399726e-57,1.0
2.9311767839483693e-08,1.0
