winrate,win
99.9997388483049,0.0
100.0,1.0
0.0014361998609052262,1.0
100.0,1.0
1.9268790553274602e-13,0.0
100.0,1.0
2.732209238393704e-15,0.0
99.85945905380858,1.0
99.99999999694789,1.0
100.0,1.0
3.858937747872213e-28,0.0
2.729674577770375e-06,0.0
100.0,1.0
4.5005792874963807e-32,0.0
4.450549265787467e-29,0.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
100.0,1.0
5.8894939212307915e-16,0.0
99.99999995329769,1.0
1.1318023594146827e-14,0.0
7.702594390077321e-09,0.0
45.703260758703756,1.0
6.883756821320131e-28,0.0
0.00016888950596650334,0.0
100.0,1.0
11.363533083369806,1.0
4.2956448257385273e-10,0.0
1.2419983739900148e-08,0.0
99.99999999971116,1.0
99.99999848482291,1.0
